sale_id,product_id,sale_date,revenue,discount
275,869,2024-04-06,111.24,8.76
276,928,2023-11-03,55.8,25.72
277,688,2023-10-04,66.48,28.28
278,245,2024-06-08,179.92,11.56
279,661,2024-02-23,105.08,20.1
280,487,2024-07-04,164.07,8.58
281,620,2023-10-02,21.84,26.04
282,345,2024-02-22,179.8,5.99
283,243,2023-10-14,49.47,5.08
284,706,2024-03-09,188.1,20.98
285,174,2023-12-27,134.96,4.1
286,762,2024-07-18,31.02,3.27
287,863,2024-01-08,109.52,23.36
288,983,2023-09-22,139.41,8.76
289,151,2023-12-29,28.87,12.08
290,863,2024-06-24,144.58,3.36
291,534,2023-10-18,44.36,12.7
292,499,2024-05-27,132.54,28.1
293,844,2023-08-08,59.29,15.44
294,387,2023-11-18,82.54,17.44
295,717,2024-03-04,40.24,29.69
296,487,2023-09-15,90.37,3.44
297,44,2024-02-24,75.47,4.87
298,249,2024-02-15,71.12,4.44
299,232,2023-11-08,53.41,23.56
300,281,2024-04-20,134.63,9.78
301,720,2023-10-27,133.43,3.16
302,89,2024-04-18,143.2,7.83
303,106,2023-08-20,72.41,2.38
304,796,2023-11-30,23.56,2.59
305,264,2023-12-01,197.93,11.84
306,988,2023-12-05,139.03,26.58
307,906,2023-08-29,21.46,15.46
308,682,2023-12-14,76.75,2.38
309,220,2023-12-27,156.83,24.87
310,431,2024-04-14,151.96,8.49
311,513,2024-06-21,29.44,15.01
312,254,2024-02-26,152.79,3.02
313,852,2024-01-05,168.75,26.59
314,777,2024-04-28,85.08,18.65
315,513,2024-06-15,38.77,25.87
316,912,2024-04-23,110.58,14.7
317,373,2024-05-05,88.3,17.03
318,433,2024-05-23,26.71,12.42
319,703,2024-02-28,136.73,13.77
320,345,2023-10-06,165.44,14.29
321,357,2023-11-27,181.84,21.59
322,130,2024-03-07,106.59,8.94
323,952,2023-12-20,159.4,19.97
324,840,2024-04-19,41.83,20.76
325,198,2024-04-26,158.25,9.07
326,814,2023-10-20,87.5,24.85
327,520,2024-01-30,126.16,17.2
328,951,2023-10-13,100.5,7.78
329,65,2023-11-30,57.79,29.31
330,444,2024-03-15,25.29,3.8
331,218,2023-09-20,122.29,26.93
332,226,2024-03-21,103.76,1.18
333,358,2023-10-19,21.79,20.96
334,98,2024-04-02,27.14,9.35
335,407,2024-07-29,127.3,1.53
336,902,2024-06-07,180.75,12.71
337,671,2024-07-28,47.01,4.61
338,586,2023-11-29,64.56,28.17
339,593,2024-02-19,118.44,20.22
340,914,2024-03-04,149.23,28.25
341,195,2023-11-08,57.98,29.96
342,377,2023-11-20,76.46,12.64
343,979,2023-12-17,98.85,3.87
344,780,2023-09-03,90.81,21.35
345,923,2023-11-15,33.01,10.87
346,111,2024-04-22,50.05,21.52
347,306,2024-01-18,65.29,18.37
348,673,2023-12-02,102.8,23.66
349,197,2023-09-03,140.64,2.96
350,948,2023-10-29,108.37,26.11
351,450,2024-04-19,151.1,12.6
352,89,2023-12-06,68.16,14.89
353,204,2024-01-07,26.87,19.6
354,78,2023-11-06,23.31,3.66
355,252,2023-10-07,186.93,8.01
356,852,2024-03-14,143.53,1.12
357,348,2023-11-03,188.72,26.73
358,454,2023-10-04,189.14,6.72
359,99,2023-10-24,193.98,1.22
360,619,2024-01-15,94.74,25.53
361,157,2024-04-26,117.88,20.73
362,704,2023-12-10,58.93,24.85
363,19,2023-12-10,43.83,1.91
364,251,2024-01-31,30.3,13.95
365,409,2024-05-02,44.03,24.97
366,287,2023-11-05,125.38,1.89
367,746,2023-08-24,93.01,7.59
368,243,2024-05-08,39.52,22.75
369,645,2024-04-12,162.52,15.02
370,750,2023-11-28,48.27,28.6
371,199,2023-08-04,117.39,21.86
372,820,2023-08-13,102.27,8.35
373,725,2023-11-11,148.29,20.75
374,436,2023-11-11,23.37,11.98
375,773,2023-12-02,43.28,17.76
376,980,2023-09-06,24.66,13.05
377,506,2024-03-21,169.87,6.69
378,495,2023-12-20,192.09,2.24
379,465,2024-01-07,79.46,19.45
380,895,2024-06-13,185.13,29.65
381,446,2024-04-14,130.52,17.37
382,282,2024-02-14,108.45,14.89
383,279,2023-08-04,38.16,9.42
384,386,2023-10-04,35.18,10.38
385,107,2024-07-02,156.24,10.7
386,681,2023-09-04,154.16,21.73
387,258,2023-11-12,20.63,4.74
388,563,2023-09-13,197.73,1.38
389,932,2024-01-26,197.3,7.41
390,678,2023-10-29,73.02,8.35
391,178,2024-02-06,117.29,15.25
392,965,2024-01-03,167.96,13.0
393,151,2024-04-18,176.77,13.7
394,176,2023-08-05,28.41,19.46
395,405,2024-02-22,111.56,18.69
396,555,2023-11-21,191.64,19.96
397,428,2024-06-10,56.24,28.58
398,290,2023-12-06,76.3,9.01
399,840,2023-11-03,142.94,10.74
400,14,2024-05-28,75.53,19.53
401,540,2023-11-27,195.09,1.54
402,628,2024-04-11,28.67,0.31
403,899,2024-03-06,38.4,4.62
404,378,2023-11-14,190.12,8.27
405,564,2023-09-23,145.65,5.3
406,864,2024-01-07,87.55,5.97
407,380,2023-11-13,79.14,20.82
408,313,2023-10-23,99.0,10.45
409,167,2023-09-26,107.15,19.22
410,21,2023-11-03,48.05,1.53
411,798,2023-09-04,183.73,16.02
412,546,2023-11-14,161.41,1.69
413,161,2023-10-27,160.89,26.3
414,40,2024-05-27,170.19,23.06
415,143,2024-02-29,115.84,22.56
416,699,2023-12-26,79.78,13.11
417,25,2023-10-14,84.17,5.49
418,567,2024-01-14,154.89,10.14
419,584,2024-01-13,159.35,19.26
420,813,2023-10-17,90.52,17.0
421,402,2024-02-09,187.03,20.35
422,145,2023-11-11,76.53,18.65
423,267,2023-09-26,81.99,27.25
424,550,2024-04-23,86.42,11.05
425,193,2023-11-17,70.85,29.22
426,860,2023-10-21,184.92,17.72
427,185,2024-01-10,168.28,2.77
428,112,2023-09-18,59.69,17.51
429,889,2024-03-01,164.7,18.23
430,320,2024-03-10,46.17,22.66
431,119,2023-08-12,73.67,23.16
432,422,2023-11-12,30.03,13.28
433,935,2024-01-13,194.22,1.7
434,446,2023-12-20,94.83,28.56
435,843,2024-07-04,73.19,15.04
436,933,2023-08-28,22.9,11.83
437,391,2024-01-19,140.83,6.65
438,903,2023-08-31,85.38,21.36
439,850,2023-08-20,35.0,15.92
440,385,2024-05-24,179.35,0.3
441,323,2024-05-24,195.94,21.28
442,468,2024-07-08,122.87,28.95
443,248,2023-09-09,76.92,25.67
444,618,2024-01-05,133.94,4.63
445,92,2024-07-25,162.27,29.26
446,940,2023-11-07,181.12,7.94
447,68,2023-11-13,78.98,9.9
448,292,2023-08-20,139.42,1.92
449,155,2023-12-21,153.84,22.66
450,517,2023-10-29,102.1,12.37
451,464,2024-01-01,52.14,17.1
452,306,2024-01-06,193.75,18.53
453,208,2023-11-06,52.04,9.26
454,480,2024-07-22,48.15,23.47
455,306,2024-03-24,175.56,22.11
456,390,2023-09-14,63.94,8.48
457,840,2024-06-18,82.45,23.38
458,672,2023-10-20,155.73,22.32
459,150,2024-07-01,177.06,3.01
460,221,2023-08-11,55.21,26.38
461,657,2024-01-05,52.38,0.71
462,275,2024-03-06,28.91,10.63
463,864,2023-09-12,128.34,19.61
464,462,2024-04-20,62.59,15.2
465,507,2024-07-20,45.35,29.74
466,100,2023-11-12,109.46,23.4
467,918,2024-03-29,164.77,9.23
468,215,2023-12-12,54.3,24.02
469,683,2023-09-10,84.85,13.2
470,442,2024-03-31,118.76,9.26
471,120,2024-04-21,71.79,3.4
472,382,2024-01-14,105.96,3.56
473,160,2023-12-29,142.28,17.21
474,260,2024-03-16,135.66,28.7
475,462,2024-02-10,82.0,4.61
476,247,2024-06-06,86.35,25.19
477,534,2024-05-08,160.81,29.44
478,618,2023-11-17,95.63,8.04
479,437,2023-11-20,155.03,27.47
480,880,2023-10-10,125.98,27.41
481,951,2024-07-11,168.06,4.89
482,422,2023-11-26,149.04,0.28
483,652,2023-11-20,189.6,2.47
484,266,2024-08-01,41.53,5.87
485,847,2023-12-30,181.36,12.17
486,226,2024-04-28,197.08,23.71
487,349,2023-09-04,80.88,10.31
488,859,2023-09-24,68.85,29.08
489,433,2023-08-18,76.11,20.85
490,840,2024-01-23,132.31,0.87
491,340,2024-04-08,33.74,2.15
492,493,2024-06-16,87.67,23.41
493,792,2023-11-10,44.48,0.57
494,766,2023-09-16,159.54,9.5
495,284,2023-09-19,157.65,16.8
496,362,2024-04-23,65.26,9.0
497,637,2023-10-22,98.88,1.31
498,250,2024-04-22,107.7,22.82
499,340,2024-04-15,196.78,25.72
500,111,2023-08-22,154.95,13.64
501,189,2024-02-06,141.73,3.9
502,817,2023-11-24,130.93,12.28
503,228,2024-02-05,122.76,10.85
504,484,2024-07-05,118.32,14.59
505,561,2024-03-04,138.48,15.13
506,382,2023-11-15,143.04,8.32
507,137,2024-07-01,52.53,23.94
508,564,2024-06-02,48.44,1.73
509,242,2023-10-08,81.34,19.17
510,863,2024-01-08,23.83,16.65
511,507,2024-03-04,38.37,9.64
512,903,2024-01-01,113.01,2.33
513,484,2024-02-11,76.46,6.59
514,420,2023-09-07,48.39,21.34
515,658,2024-05-25,172.34,4.9
516,486,2023-11-23,80.61,18.11
517,613,2024-05-05,74.73,10.23
518,164,2024-05-31,20.71,19.61
519,223,2024-06-17,34.1,16.42
520,151,2024-02-04,27.34,29.3
521,27,2024-02-05,198.16,3.14
522,694,2024-01-31,137.49,10.33
523,697,2024-04-10,98.68,12.58
524,485,2024-05-08,155.47,10.52
525,152,2024-02-02,168.0,0.88
526,906,2023-10-28,24.22,11.41
527,235,2024-02-03,188.56,12.6
528,449,2024-01-01,49.75,13.87
529,405,2024-04-07,129.93,27.78
530,780,2023-08-27,164.43,5.23
531,188,2024-02-06,138.95,9.15
532,290,2023-10-03,84.01,7.09
533,453,2023-12-01,126.64,26.02
534,769,2023-12-13,156.24,2.04
535,413,2024-05-10,87.22,14.31
536,715,2023-08-16,108.96,9.68
537,215,2023-10-15,99.18,3.61
538,543,2023-10-31,121.45,7.46
539,240,2024-01-08,96.45,13.76
540,821,2023-08-04,151.98,24.03
541,492,2024-06-25,133.54,6.46
542,92,2024-03-31,117.91,25.98
543,826,2023-11-08,182.26,2.76
544,421,2024-04-07,75.08,19.28
545,844,2024-03-29,181.5,26.65
546,308,2024-04-04,150.98,29.28
547,45,2024-06-13,171.33,23.78
548,826,2024-06-30,103.34,6.29
549,232,2023-12-28,185.13,23.22
550,772,2023-10-06,158.04,19.99
551,879,2024-02-21,173.87,21.27
552,394,2024-07-03,194.58,24.04
553,537,2024-02-09,92.05,21.04
554,933,2023-12-14,172.96,12.96
555,16,2023-10-02,63.59,14.81
556,847,2023-09-13,109.38,26.01
557,533,2024-01-05,185.85,16.09
558,107,2023-11-12,186.04,28.05
559,779,2024-05-29,110.68,20.81
560,930,2024-06-20,61.79,8.53
561,977,2024-03-20,168.61,20.62
562,653,2024-07-05,125.72,19.19
563,755,2023-10-06,79.36,5.38
564,136,2024-03-03,141.06,16.37
565,902,2023-08-09,98.81,6.05
566,748,2023-09-07,41.2,0.45
567,572,2023-12-04,27.71,19.89
568,59,2023-12-28,37.84,27.02
569,536,2023-10-02,177.39,10.8
570,247,2023-12-07,111.46,20.64
571,812,2023-10-30,105.04,7.08
572,516,2024-07-22,170.47,12.69
573,483,2023-12-28,146.78,5.57
574,519,2024-04-03,26.46,8.56
575,473,2024-02-07,37.74,12.75
576,877,2024-01-01,123.48,28.34
577,360,2024-05-24,124.04,5.03
578,211,2023-09-01,103.17,10.42
579,378,2023-11-09,88.95,14.8
580,657,2023-09-08,170.25,1.1
581,58,2023-09-17,34.77,27.06
582,760,2024-07-20,87.01,11.53
583,867,2024-03-14,111.67,27.8
584,210,2024-01-10,44.14,9.1
585,908,2023-08-02,74.45,11.94
586,960,2024-07-05,198.27,8.73
587,819,2024-05-02,188.54,5.88
588,296,2024-02-10,174.05,23.67
589,503,2023-08-09,126.73,3.78
590,565,2024-02-26,54.97,24.93
591,159,2023-09-14,144.57,10.53
592,965,2023-08-23,113.36,10.48
593,277,2024-01-29,120.82,9.75
594,414,2023-08-13,61.32,0.84
595,930,2024-06-24,131.33,26.7
596,38,2023-08-19,196.95,20.21
597,941,2023-10-20,75.69,6.5
598,416,2024-01-21,34.5,4.7
599,889,2024-03-26,147.73,25.53
600,902,2024-06-23,66.15,29.67
601,106,2023-10-31,163.24,12.98
602,674,2024-06-05,156.5,20.33
603,800,2024-06-05,72.99,10.12
604,836,2024-06-03,117.38,23.84
605,424,2024-02-09,106.75,1.35
606,716,2023-08-12,69.84,8.78
607,573,2023-10-09,31.98,6.17
608,979,2024-02-06,41.43,8.54
609,564,2024-04-09,184.2,22.06
610,963,2023-11-22,192.79,23.07
611,827,2023-12-23,99.66,25.7
612,826,2023-11-16,121.52,5.92
613,240,2024-04-14,176.62,5.68
614,939,2024-06-27,160.91,2.48
615,96,2024-02-03,92.12,0.29
616,64,2023-12-11,189.72,21.13
617,409,2024-01-15,191.89,13.08
618,938,2023-09-24,23.81,20.79
619,321,2024-05-30,74.13,10.4
620,497,2024-02-20,87.52,5.39
621,607,2024-03-17,112.27,26.49
622,717,2024-05-07,119.86,4.7
623,101,2023-12-29,55.59,7.48
624,454,2023-12-18,129.4,4.0
625,422,2024-02-25,162.7,29.0
626,111,2023-12-31,176.47,10.9
627,234,2024-03-25,121.46,12.7
628,621,2023-12-12,92.81,21.04
629,421,2023-10-15,135.83,15.07
630,868,2024-04-03,158.81,0.11
631,730,2023-09-22,199.36,29.0
632,1,2023-09-07,37.19,24.94
633,432,2024-01-12,49.85,13.7
634,982,2024-02-14,68.3,18.77
635,957,2024-02-18,162.35,16.84
636,125,2024-07-20,96.39,3.9
637,773,2024-07-08,41.17,17.03
638,821,2024-03-02,113.14,22.41
639,843,2023-09-18,132.92,26.47
640,39,2024-06-20,70.3,16.02
641,146,2023-11-29,103.53,12.13
642,659,2024-03-31,91.49,3.65
643,300,2024-03-07,86.94,17.72
644,197,2024-01-15,152.63,8.02
645,149,2024-05-10,185.33,23.99
646,330,2023-11-03,104.92,20.29
647,288,2024-04-29,106.43,19.79
648,844,2023-10-21,112.15,13.46
649,48,2024-01-02,22.22,5.52
650,663,2024-05-10,127.83,0.3
651,84,2023-10-03,51.04,27.13
652,276,2024-07-28,175.07,2.42
653,613,2024-04-09,73.17,23.0
654,987,2024-02-23,97.24,14.89
655,574,2024-02-14,194.15,9.07
656,815,2024-01-20,71.1,6.36
657,210,2024-05-03,67.29,21.88
658,90,2023-11-22,70.96,15.74
659,913,2024-06-17,143.08,5.08
660,86,2024-06-16,92.51,1.01
661,923,2023-08-19,189.04,10.21
662,13,2024-03-27,81.54,8.4
663,84,2023-11-20,116.94,24.2
664,257,2023-08-24,23.66,29.79
665,144,2023-10-23,78.04,25.48
666,912,2024-01-30,74.42,11.94
667,656,2023-10-08,66.07,8.53
668,303,2023-09-01,133.93,12.72
669,345,2023-12-16,31.28,14.91
670,349,2023-11-25,149.53,4.46
671,933,2024-06-19,108.13,5.13
672,147,2024-07-09,46.36,4.15
673,671,2023-09-15,104.63,7.74
674,487,2024-01-29,196.34,2.38
675,751,2024-04-14,147.22,23.0
676,36,2024-01-11,51.29,2.48
677,935,2024-03-21,47.97,9.98
678,76,2024-04-21,114.16,27.29
679,214,2024-06-24,181.15,28.76
680,776,2024-01-23,76.73,24.39
681,940,2024-06-15,175.82,12.28
682,359,2024-03-07,176.07,17.99
683,881,2023-09-15,76.18,1.24
684,514,2024-03-06,153.75,17.87
685,543,2024-06-25,146.96,2.88
686,684,2023-08-14,114.24,16.23
687,67,2023-10-10,173.99,28.49
688,519,2024-06-08,64.23,26.38
689,175,2023-08-13,132.46,10.78
690,361,2024-07-07,133.32,26.62
691,136,2024-04-25,198.57,11.53
692,959,2023-12-26,152.42,23.73
693,338,2024-02-23,168.42,8.13
694,155,2024-02-27,94.08,4.52
695,729,2023-12-05,135.88,24.6
696,614,2024-05-13,157.74,16.49
697,910,2023-08-31,93.13,12.15
698,813,2024-01-19,88.21,10.58
699,913,2024-01-08,109.68,7.03
700,188,2023-09-06,147.88,3.77
701,285,2024-07-22,76.72,11.61
702,147,2023-11-23,86.73,4.35
703,529,2024-04-26,80.5,15.28
704,419,2024-04-19,104.37,3.23
705,547,2024-03-28,67.79,19.06
706,452,2024-04-03,21.18,9.02
707,340,2024-07-16,178.03,13.31
708,507,2023-10-30,97.11,17.56
709,240,2024-06-05,23.4,6.53
710,40,2024-06-17,117.25,20.26
711,664,2024-05-02,89.08,8.23
712,640,2023-12-31,40.98,14.14
713,511,2023-12-26,182.95,15.72
714,519,2024-04-25,161.32,15.08
715,495,2023-11-22,180.1,16.2
716,577,2023-09-15,123.64,28.15
717,943,2024-06-09,27.72,17.57
718,976,2023-12-19,30.52,12.05
719,472,2024-07-20,184.86,27.73
720,38,2024-07-12,48.51,27.82
721,544,2023-10-07,179.91,14.56
722,153,2024-03-30,68.32,15.84
723,980,2023-12-09,100.29,12.9
724,438,2023-08-10,182.89,18.78
725,645,2024-05-01,177.45,9.87
726,201,2024-04-16,44.83,25.85
727,601,2024-04-24,123.15,19.63
728,15,2023-08-09,103.07,20.32
729,776,2024-01-03,50.56,11.09
730,399,2024-01-14,39.69,3.08
731,784,2024-02-09,163.56,12.89
732,959,2023-08-07,46.26,12.56
733,98,2024-03-05,70.98,4.02
734,411,2023-08-23,183.23,27.32
